Column1	Column2
0.0	0.0
7.0710678118654755	7.022017811865474
14.142135623730951	13.94593562373095
21.21320343559643	20.771753435596427
28.284271247461902	27.499471247461898
35.35533905932738	34.12908905932737
42.42640687119286	40.660606871192854
49.497474683058336	47.09402468305832
56.568542494923804	53.429342494923795
63.63961030678928	59.666560306789265
70.71067811865476	65.80567811865474
77.78174593052023	71.84669593052021
84.85281374238572	77.78961374238571
91.92388155425118	83.63443155425117
98.99494936611667	89.38114936611665
106.06601717798213	95.02976717798211
113.13708498984761	100.5802849898476
120.2081528017131	106.03270280171307
127.27922061357856	111.38702061357853
134.35028842544403	116.643238425444
141.4213562373095	121.80135623730948
148.49242404917499	126.86137404917496
155.56349186104046	131.82329186104042
162.63455967290597	136.68710967290593
169.70562748477144	141.4528274847714
176.7766952966369	146.12044529663686
183.84776310850236	150.68996310850233
190.91883092036784	155.1613809203678
197.98989873223334	159.53469873223327
205.06096654409882	163.80991654409874
212.13203435596427	167.9870343559642
219.20310216782974	172.0660521678297
226.27416997969522	176.04696997969518
233.34523779156072	179.92978779156064
240.4163056034262	183.71450560342612
247.48737341529164	187.40112341529158
254.55844122715712	190.98964122715705
261.6295090390226	194.48005903902254
268.70057685088807	197.872376850888
275.77164466275354	201.16659466275348
282.842712474619	204.36271247461895
289.91378028648455	207.46073028648448
296.98484809834997	210.4606480983499
304.05591591021545	213.3624659102154
311.1269837220809	216.16618372208086
318.1980515339464	218.87180153394632
325.26911934581193	221.47931934581186
332.34018715767735	223.98873715767726
339.4112549695429	226.4000549695428
346.4823227814083	228.7132727814082
353.5533905932738	230.92839059327372
360.6244584051393	233.04540840513914
367.6955262170047	235.06432621700466
374.76659402887026	236.98514402887017
381.8376618407357	238.8078618407356
388.90872965260115	240.5324796526011
395.9797974644667	242.15899746446652
403.0508652763321	243.68741527633202
410.12193308819764	245.11773308819747
417.19300090006305	246.449950900063
424.26406871192853	247.6840687119284
431.33513652379406	248.8200865237939
438.4062043356595	249.8580043356594
445.477272147525	250.79782214752484
452.54833995939043	251.63953995939033
459.6194077712559	252.38315777125578
466.69047558312144	253.02867558312127
473.76154339498686	253.5760933949868
480.8326112068524	254.02541120685223
487.9036790187178	254.37662901871772
494.9747468305833	254.62974683058317
502.0458146424488	254.78476464244864
509.11688245431424	254.84168245431408
516.1879502661798	254.8005002661796
523.2590180780452	254.661218078045
530.3300858899106	254.4238358899106
537.4011537017761	254.088353701776
544.4722215136417	253.6547715136415
551.5432893255071	253.1230893255069
558.6143571373726	252.49330713737248
565.685424949238	251.7654249492379
572.7564927611035	250.93944276110335
579.8275605729691	250.01536057296886
586.8986283848345	248.99317838483432
593.9696961966999	247.8728961966998
601.0407640085655	246.65451400856523
608.1118318204309	245.33803182043079
615.1828996322964	243.92344963229624
622.2539674441618	242.41076744416165
629.3250352560274	240.79998525602718
636.3961030678928	239.09110306789267
643.4671708797582	237.28412087975812
650.5382386916239	235.37903869162363
657.6093065034893	233.3758565034891
664.6803743153547	231.27457431535447
671.7514421272201	229.07519212721996
678.8225099390858	226.77770993908553
685.8935777509512	224.38212775095099
692.9646455628166	221.88844556281634
700.0357133746821	219.29666337468183
707.1067811865476	216.60678118654744
714.1778489984131	213.81879899841277
721.2489168102786	210.93271681027824
728.319984622144	207.94853462214382
735.3910524340095	204.8662524340093
742.462120245875	201.68587024587475
749.5331880577405	198.40738805774026
756.6042558696059	195.03080586960573
763.6753236814714	191.55612368147115
770.7463914933369	187.98334149333664
777.8174593052023	184.3124593052022
784.8885271170678	180.54347711706748
791.9595949289334	176.67639492893295
799.0306627407988	172.7112127407986
806.1017305526642	168.64793055266398
813.1727983645296	164.48654836452943
820.2438661763953	160.22706617639483
827.3149339882607	155.86948398826053
834.3860018001261	151.41380180012595
841.4570696119916	146.86001961199133
848.5281374238571	142.20813742385678
855.5992052357226	137.4581552357223
862.6702730475881	132.61007304758766
869.7413408594535	127.6638908594532
876.812408671319	122.6196086713187
883.8834764831845	117.47722648318427
890.95454429505	112.23674429504956
898.0256121069154	106.89816210691515
905.0966799187809	101.46147991878058
912.1677477306464	95.9266977306462
919.2388155425118	90.29381554251154
926.3098833543773	84.56283335437695
933.3809511662429	78.73375116624243
940.4520189781083	72.80656897810798
947.5230867899737	66.78128678997359
954.5941546018391	60.657904601838936
961.6652224137048	54.43642241370435
968.7362902255702	48.11684022556983
975.8073580374356	41.69915803743538
982.8784258493012	35.18337584930089
989.9494936611666	28.569493661166348
997.0205614730321	21.857511473031764
