Column1	Column2
0.0	0.0
6.854516360127096	6.805466360127095
13.303049863760293	13.109649399621507
19.39504148210078	18.967078904695285
25.171415806590296	24.42286110177367
30.666453377899614	29.51474730555397
35.90917020079016	34.27465841152737
40.92435341512264	38.72982969551769
45.73335176363102	42.90368483230346
50.35468779963373	46.81651305688892
54.804538264414276	50.48600074688356
59.09711546532364	53.92765369154634
63.2449732756358	57.15513614453445
67.25925501842738	60.18054573646058
71.14989602973486	63.014638390915245
74.92579050840446	65.66701386746257
78.59492995223547	68.1462700066107
82.16451878724308	70.46013188232243
85.64107154020292	72.61556067967985
89.03049496136614	74.61884607330065
92.3381577889629	76.47568509168242
95.56895029964015	78.1912498472761
98.72733536633103	79.77024604422455
101.8173924161947	81.21696381099224
104.84285542354613	82.53532211844782
107.80714586940569	83.72890781679939
110.71340143799075	84.80101014328692
113.5645010917743	85.75465140628697
116.36308706352322	86.5926144325658
119.11158422051719	87.31746726676688
121.8122171886696	87.93158553117544
124.46702556915695	88.43717278576743
127.07787753472086	88.83627917075975
129.64648205486426	89.13081856422839
132.1743999669467	89.32258444428679
134.66305408225804	89.413264607698
137.11373849135958	89.40445486387681
139.52762721043572	89.29767179456528
141.90578228945034	89.09436464480625
144.24916148314134	88.79592639011862
146.558625567118	88.40370400799743
148.83494536355244	87.91900796902766
151.07880852432805	87.34312095395956
153.2908261042822	86.67730579787836
155.4715389436479	85.92281266080857
157.62142386724423	85.08088542527452
159.74089969858866	84.15276732492968
161.830333080014	83.13970581372295
163.89004408504226	82.0429566915215
165.92031160655557	80.86378750901855
167.921378503464	79.60348028155443
169.89345648928676	78.26333354771491
171.83673074797946	76.84466381391121
173.7513642651039	75.34880643038427
175.63750186571042	73.77711594712238
177.49527395380395	72.13096600003863
179.32479995175495	70.41174877849755
181.12619144132384	68.62087412503202
182.89955501096844	66.75976831699798
184.64499481672846	64.82987257813579
186.3626148661919	62.83264136569348
188.05252103684577	60.769540476063476
189.71482284151014	58.64204500891274
191.34963495458584	56.45163722665458
192.95707851354695	54.199804342905125
194.53728221052344	51.88803627035928
196.09038318898868	49.51782335536468
197.61652776052892	47.09065412340905
199.11587195646678	44.608013056797496
200.58858192876707	42.0713784230037
202.0348342142033	39.48222016954701
203.45481587522758	36.84199789878564
204.84872453038972	34.15215893372947
206.21676828650857	31.41413648386565
207.55916558412548	28.629347918055128
208.8761449670794	25.79919314979531
210.16794478634378	22.925053138548922
211.43481284756868	20.00828850940509
212.6770060110802	17.05023829205988
213.8947897524138	14.052218778971817
215.08843769079874	11.015522501555681
216.25823109237422	7.941417322416849
217.40445835430526	4.831145640889787
218.527414475381	1.6859237085199172
219.62740051812068	-1.493058949391152
